Sentença;Entidade 1;Tipo Entidade 1;Relacao;Entidade 2;Tipo Entidade 2
A parceria reforça nosso posicionamento como a maior empresa B2B white label da America Latina , provendo soluções e serviços end to end no conceito open banking voltados a contas digitais , afirma Alexandre Brito , CEO da Hub Fintech , sem economizar anglicismos .;Hub Fintech;ORG;CEO de;Alexandre Brito;PER
A fim de evitar que seus clientes paguem pelas transferências via TED ou DOC , a fintech disponibiliza contas nos bancos Itaú , Santander , Bradesco , Banco do Brasil e Banco Inter e Caixa Econômica , para onde o investidor envia o valor desejado .;Itaú;ORG;;Santander;ORG
A fim de evitar que seus clientes paguem pelas transferências via TED ou DOC , a fintech disponibiliza contas nos bancos Itaú , Santander , Bradesco , Banco do Brasil e Banco Inter e Caixa Econômica , para onde o investidor envia o valor desejado .;Itaú;ORG;;Bradesco;ORG
A fim de evitar que seus clientes paguem pelas transferências via TED ou DOC , a fintech disponibiliza contas nos bancos Itaú , Santander , Bradesco , Banco do Brasil e Banco Inter e Caixa Econômica , para onde o investidor envia o valor desejado .;Itaú;ORG;;Banco do Brasil;ORG
A fim de evitar que seus clientes paguem pelas transferências via TED ou DOC , a fintech disponibiliza contas nos bancos Itaú , Santander , Bradesco , Banco do Brasil e Banco Inter e Caixa Econômica , para onde o investidor envia o valor desejado .;Itaú;ORG;;Banco Inter;ORG
A fim de evitar que seus clientes paguem pelas transferências via TED ou DOC , a fintech disponibiliza contas nos bancos Itaú , Santander , Bradesco , Banco do Brasil e Banco Inter e Caixa Econômica , para onde o investidor envia o valor desejado .;Itaú;ORG;;Caixa Econômica;ORG
A fim de evitar que seus clientes paguem pelas transferências via TED ou DOC , a fintech disponibiliza contas nos bancos Itaú , Santander , Bradesco , Banco do Brasil e Banco Inter e Caixa Econômica , para onde o investidor envia o valor desejado .;Santander;ORG;;Bradesco;ORG
A fim de evitar que seus clientes paguem pelas transferências via TED ou DOC , a fintech disponibiliza contas nos bancos Itaú , Santander , Bradesco , Banco do Brasil e Banco Inter e Caixa Econômica , para onde o investidor envia o valor desejado .;Santander;ORG;;Banco do Brasil;ORG
A fim de evitar que seus clientes paguem pelas transferências via TED ou DOC , a fintech disponibiliza contas nos bancos Itaú , Santander , Bradesco , Banco do Brasil e Banco Inter e Caixa Econômica , para onde o investidor envia o valor desejado .;Santander;ORG;;Banco Inter;ORG
A fim de evitar que seus clientes paguem pelas transferências via TED ou DOC , a fintech disponibiliza contas nos bancos Itaú , Santander , Bradesco , Banco do Brasil e Banco Inter e Caixa Econômica , para onde o investidor envia o valor desejado .;Santander;ORG;;Caixa Econômica;ORG
A fim de evitar que seus clientes paguem pelas transferências via TED ou DOC , a fintech disponibiliza contas nos bancos Itaú , Santander , Bradesco , Banco do Brasil e Banco Inter e Caixa Econômica , para onde o investidor envia o valor desejado .;Bradesco;ORG;;Banco do Brasil;ORG
A fim de evitar que seus clientes paguem pelas transferências via TED ou DOC , a fintech disponibiliza contas nos bancos Itaú , Santander , Bradesco , Banco do Brasil e Banco Inter e Caixa Econômica , para onde o investidor envia o valor desejado .;Bradesco;ORG;;Banco Inter;ORG
A fim de evitar que seus clientes paguem pelas transferências via TED ou DOC , a fintech disponibiliza contas nos bancos Itaú , Santander , Bradesco , Banco do Brasil e Banco Inter e Caixa Econômica , para onde o investidor envia o valor desejado .;Bradesco;ORG;;Caixa Econômica;ORG
A fim de evitar que seus clientes paguem pelas transferências via TED ou DOC , a fintech disponibiliza contas nos bancos Itaú , Santander , Bradesco , Banco do Brasil e Banco Inter e Caixa Econômica , para onde o investidor envia o valor desejado .;Banco do Brasil;ORG;;Banco Inter;ORG
A fim de evitar que seus clientes paguem pelas transferências via TED ou DOC , a fintech disponibiliza contas nos bancos Itaú , Santander , Bradesco , Banco do Brasil e Banco Inter e Caixa Econômica , para onde o investidor envia o valor desejado .;Banco do Brasil;ORG;;Caixa Econômica;ORG
A fim de evitar que seus clientes paguem pelas transferências via TED ou DOC , a fintech disponibiliza contas nos bancos Itaú , Santander , Bradesco , Banco do Brasil e Banco Inter e Caixa Econômica , para onde o investidor envia o valor desejado .;Banco Inter;ORG;;Caixa Econômica;ORG
Outro benefício desse projeto que levou a Creditas a estabelecer seu próprio processo de decisão foi a integração das fontes de informações da TransUnion para enriquecimento da base de dados da Creditas , otimizando etapas como a consolidação de certidões e documentos .;Creditas;ORG;a estabelecer seu próprio processo de decisão foi a integração das fontes de informações da;TransUnion;ORG
A Creditas , fintech que realiza empréstimos com garantias como automóveis e residências , recebeu uma licença do Banco Central para operar como uma Sociedade de Crédito Direto (SCD) .;Creditas;ORG;recebeu uma licença do;Banco Central;ORG
A Creditas , fintech que realiza empréstimos com garantias como automóveis e residências , recebeu uma licença do Banco Central para operar como uma Sociedade de Crédito Direto (SCD) .;Banco Central;ORG;operar como uma;Sociedade de Crédito Direto;ORG
De acordo com a Exame , com o investimento , a XP adquiriu uma participação minoritária da Olivia e se torna a parceira oficial da startup : os clientes receberão recomendações personalizadas de produtos financeiros da companhia .;Exame;ORG;;XP;ORG
De acordo com a Exame , com o investimento , a XP adquiriu uma participação minoritária da Olivia e se torna a parceira oficial da startup : os clientes receberão recomendações personalizadas de produtos financeiros da companhia .;Exame;ORG;;Olivia;ORG
De acordo com a Exame , com o investimento , a XP adquiriu uma participação minoritária da Olivia e se torna a parceira oficial da startup : os clientes receberão recomendações personalizadas de produtos financeiros da companhia .;XP;ORG;adquiriu uma participação minoritária da;Olivia;ORG
Simplesmente assinaram um contrato de parceria com a Enel, antiga Eletropaulo, para viabilizar o pagamento de parcelas de empréstimos via conta de energia elétrica .;Enel;ORG;antiga;Eletropaulo;ORG
Banco Votorantim cogita virar sócio do Neon .;Banco Votorantim;ORG;cogita virar sócio de;Neon;ORG
Vamos ter um portal bancário digital até o meio do ano e , para isso , devemos aprofundar nossa parceria com o Neon , disse o presidente-executivo do Banco Votorantim .;Neon;ORG;;Banco Votorantim;ORG
A Mastercard fará uma parceria com a fintech Token para desenvolver um hub de Open Banking .;Mastercard;ORG;fará uma parceria com a fintech;Token;ORG
A Flowins , startup que mescla serviços de marketplace e rede social aproveita a Campus Party para lançar sua conta Flow , um serviço financeiro voltado para os produtores cadastrados na plataforma .;Flowins;ORG;lançar sua conta;Flow;ORG
A Flowins , startup que mescla serviços de marketplace e rede social aproveita a Campus Party para lançar sua conta Flow , um serviço financeiro voltado para os produtores cadastrados na plataforma .;Flowins;ORG;startup que mescla serviços de marketplace e rede social aproveita a;Campus Party;ORG
Agtech virou uma buzzword nos últimos tempos , afirma Fernando Lopes , um dos fundadores da MVisia , startup que desenvolveu câmeras que usam inteligência artificial para analisar , via imagem , diversos processos no campo e na indústria .;MVisia;ORG;um dos fundadores da;Fernando Lopes;PER
Esta é a segunda vez que a Solinftec , agtech líder em agricultura digital no Brasil , é indicada ao prêmio .;Solinftec;ORG;agtech líder em agricultura digital no;Brasil;PLC
Sem alarde , montou um escritório em São Paulo , sob o comando de Daniel Bachner , executivo com décadas de experiência na Syngenta , onde chegou a ocupar o cargo de vice-presidente .;Syngenta;ORG;;São Paulo;PLC
Sem alarde , montou um escritório em São Paulo , sob o comando de Daniel Bachner , executivo com décadas de experiência na Syngenta , onde chegou a ocupar o cargo de vice-presidente .;Syngenta;ORG;executivo com décadas de experiência na;Daniel Bachner;PER
Os testes estão em curso desde o terceiro trimestre do ano passado junto a cinco clientes da Neurotech , incluindo alguns dos maiores conglomerados bancários do País e uma das principais redes varejistas nacionais .;Neurotech;ORG;;País;PLC
A Firgun trabalha em parceria com organizações não-governamentais (ONG) que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo .;Firgun;ORG;trabalha em parceria;Afrobusiness;ORG
A Firgun trabalha em parceria com organizações não-governamentais (ONG) que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo .;Firgun;ORG;trabalha em parceria;Barca;ORG
A Firgun trabalha em parceria com organizações não-governamentais (ONG) que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo .;Firgun;ORG;;Maria Pimentel;PER
A Firgun trabalha em parceria com organizações não-governamentais (ONG) que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo .;Firgun;ORG;;Parça Progresso Confecções;ORG
A Firgun trabalha em parceria com organizações não-governamentais (ONG) que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo .;Firgun;ORG;;Jardim Ângela;PLC
A Firgun trabalha em parceria com organizações não-governamentais (ONG) que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo .;Firgun;ORG;;São Paulo;PLC
A Firgun trabalha em parceria com organizações não-governamentais (ONG) que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo .;Afrobusiness;ORG;;Barca;ORG
A Firgun trabalha em parceria com organizações não-governamentais (ONG) que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo .;Afrobusiness;ORG;;Maria Pimentel;PER
A Firgun trabalha em parceria com organizações não-governamentais (ONG) que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo .;Afrobusiness;ORG;;Parça Progresso Confecções;ORG
A Firgun trabalha em parceria com organizações não-governamentais (ONG) que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo .;Afrobusiness;ORG;;Jardim Ângela;PLC
A Firgun trabalha em parceria com organizações não-governamentais (ONG) que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo .;Afrobusiness;ORG;;São Paulo;PLC
A Firgun trabalha em parceria com organizações não-governamentais (ONG) que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo .;Barca;ORG;que atendeu;Maria Pimentel;PER
A Firgun trabalha em parceria com organizações não-governamentais (ONG) que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo .;Barca;ORG;;Parça Progresso Confecções;ORG
A Firgun trabalha em parceria com organizações não-governamentais (ONG) que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo .;Barca;ORG;;Jardim Ângela;PLC
A Firgun trabalha em parceria com organizações não-governamentais (ONG) que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo .;Barca;ORG;;São Paulo;PLC
A Firgun trabalha em parceria com organizações não-governamentais (ONG) que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo .;Parça Progresso Confecções;ORG;da;Maria Pimentel;PER
A Firgun trabalha em parceria com organizações não-governamentais (ONG) que atuam na periferia , como a Afrobusiness e a Barca , que atendeu Maria Pimentel , da Parça Progresso Confecções , do Jardim Ângela , zona sul de São Paulo .;Parça Progresso Confecções;ORG;do;Jardim Ângela;PLC
