;sentence;class
1241;O Facebook procurou JP Morgan Chase , Wells Fargo , Citigroup e US . , JP Morgan Chase , Facebook;1
1376;O projeto é realizado em parceria com a Alipay , plataforma de pagamentos da Alibaba , que fornece os algoritmos de Inteligência Artificial para a operação . , Inteligência Artificial , Alibaba;0
1325;O Mercado Pago , fintech do grupo Mercado Livre , firma parceria inédita com a Hub Fintech , líder em tecnologia e soluções de negócios em meios de pagamento no Brasil , que permite que um cartão bandeirado MasterCard acesse , em tempo real , o saldo de sua conta virtual no Mercado Pago para realizar compras em terminais e saques em redes conveniadas . , Mercado Livre , MasterCard;0
3023;O banco chinês XCMG, que pertence à Xuzhou Construction Machinery Group , iniciou hoje operações no Brasil. , Brasil , XCMG;1
2354;O banco Santander do México já veio conhecer o Way , completou Cury . , Santander , Cury;0
1287;O Hamas manda em Gaza, e a OLP finge que manda na Cisjordânia. , Hamas , Cisjordânia;0
1785;Em breve será possível também contar com Santander , Itaú , Bradesco , Daycoval e CCB . , Itaú , Santander;0
2965;Uma oferta que tem se tornado comum são as tags eletrônicas para veículos, que permitem que os motoristas passem rapidamente por pedágios, estacionamentos dentre outros sem precisar tirar a carteira do bolso para fazer o pagamento, como o Sem Parar, Veloe, ConectCar e Taggy. , Veloe , ConectCar;0
218;A isto, o diretor do Gabinete de Comunicação Social do Governo de Macau, Afonso Camões, afirma na brochura da exposição 'o futuro da liberdade de Imprensa em Macau dependerá, em boa medida, de aqueles que a exercem hoje. , Gabinete de Comunicação Social do Governo de Macau , Afonso Camões;1
99;A Decolar , maior agência de viagens online da América Latina , fez uma parceria com o banco Santander Brasil para a emissão de um cartão de crédito com serviços e benefícios para o turista . , Decolar , banco Santander Brasil;1
3106;O Sistema do Pagamento Instantâneo permitirá que a liquidação de compras seja feita em 30 dias, por exemplo, disse Marco Zanini, sócio-fundador da Dinamo Networks, que venceu a licitação do BC para fornecer equipamentos para a implantação do PIX. , Marco Zanini , Dinamo Networks;1
730;E forças do Cioe tomam a RTP e o RCP no Porto. , RTP , RCP;0
2131;O executivo Cristian Mairesse Cavalheiro , que era vice-presidente de tecnologia , se desligou da Getnet na sexta , para se dedicar 100% à internacionalização , a partir de uma base em Porto Alegre , no Rio Grande do Sul . , Getnet , Cristian Mairesse Cavalheiro;1
483;Anova irá interligar sua rede de microondas dedicada ao mercado financeiro nos EUA ao ponto de presença da Seaborn em Nova Jersey . , Seaborn , Nova Jersey;1
1174;O Cubo Itaú , espaço de fomento ao empreendedorismo tecnológico do Itaú Unibanco junto à Redpoint eventures , acaba de firmar parceria com Business Lab , da montadora francesa Groupe PSA , dona das marcas de veículos Peugeot e Citroën . , Redpoint , Groupe PSA;0
1731;Em fevereiro deste ano , o WST afirmou que a Apple já estava em conversas com o Goldman Sachs , mas para oferecer um financiamento para os clientes da Apple na compra de seus produtos . , Apple , Goldman Sachs;0
2808;Depois de um ano de tratativas, o Banco do Brasil e o banco suíço UBS formalizaram hoje a parceria para iniciarem um banco de investimentos e uma corretora de valores que operará no Brasil e em mais cinco países latino-americanos: Argentina, Chile, Paraguai, Peru e Uruguai. , Brasil , Chile;0
738;É o que mostra o estudo publicado pelo britânico David Vaughan e seus colegas do British Antarctic Survey na revista 'Science' de esta semana. , British Antarctic , David Vaughan;1
1989;Avançando na estratégia de inovação e no propósito de captar novas oportunidades no momento em que são concebidas , a Elo bandeira 100% brasileira que tem Banco do Brasil , Bradesco e CAIXA como acionistas anuncia parceria com a Plug and Play , plataforma de inovação global para startups , corporações e investidores , com o objetivo de apoiar iniciativas disruptivas no mercado de pagamentos . , Elo , Plug and Play;1
432;A Via Varejo concluiu uma negociação com a ZestFinance , uma importante empresa de inteligência artificial dos Estados Unidos , para desenvolver modelos de análise de crédito . , ZestFinance , Via Varejo;1
863;Experimentos coordenados por Carl Cotman, da Universidade da Califórnia em Irvine, mostraram resultados animadores em cães na fase de envelhecimento a partir dos 9 anos de vida, na qual os animais podem desenvolver uma doença que lembra Alzheimer. , Universidade da Califórnia , Carl Cotman;1
2865;Nas marcas Natura e Avon, dependentes da força de venda direta, as vendas online cresceram 150%. , Avon , Natura;0
597;Cientistas do Centro de Estudos de Saclay, na França, parecem ter encontrado o primeiro indício de que a Via Láctea esteja cercada por um verdadeiro campo minado de buracos negros, cerca de 1 milhão ao todo, eles estimam. , Via Láctea , Cientistas do Centro de Estudos de Saclay;0
3115;Os clientes da Bansabadell Seguros Generales podem usar o WhatsApp para entrar em contato com uma equipe de especialistas com suas dúvidas e perguntas sobre sua cobertura de seguro, além de concluir algumas ações. , WhatsApp , Bansabadell Seguros Generales;0
2134;Reconhecemos a enorme tradição do Santos e ficamos honrados com a oportunidade de dar visibilidade à nossa marca , diz Vinicius Pessin , presidente da PayGo . , PayGo , Vinicius Pessin;1
1306;O look and feel design , a linguagem e a tela , são do Flamengo , disse Rudy Cordeiro , diretor de TI do BS2 . , BS2 , Flamengo;0
2964;Segundo os dados mais recentes disponíveis na base de dados do BC, o Ficsa tem R$ 24,349 milhões em ativos e uma carteira de crédito de R$ 77 mil, com apenas duas agências. , BC , Ficsa;0
139;A fim de evitar que seus clientes paguem pelas transferências via TED ou DOC , a fintech disponibiliza contas nos bancos Itaú , Santander , Bradesco , Banco do Brasil e Banco Inter e Caixa Econômica , para onde o investidor envia o valor desejado . , Caixa Econômica , Banco do Brasil;0
622;"Com a aquisição , a companhia busca expandir suas plataformas Einstein e Customer 360; essa foi a maior compra da história da Salesforce . , Einstein , Salesforce";0
1960;A parceria reforça nosso posicionamento como a maior empresa B2B white label da America Latina , provendo soluções e serviços end to end no conceito open banking voltados a contas digitais , afirma Alexandre Brito , CEO da Hub Fintech , sem economizar anglicismos . , Hub Fintech , Alexandre Brito;1
102;A demanda aumenta de forma drástica no mundo todo', afirmou o especialista em recursos hídricos José Galizia Tundisi, do Instituto Internacional de Ecologia, em São Carlos . , São Carlos , José Galizia Tundisi;0
1454;Para analistas como Kris Voorspools, da Fortis, em Bruxelas, o 'preço do petróleo pode continuar a subir', por se estar perante o 'simples fundamento da oferta e da procura'. , Kris Voorspools , Bruxelas;0
452;Agtech virou uma buzzword nos últimos tempos , afirma Fernando Lopes , um dos fundadores da MVisia , startup que desenvolveu câmeras que usam inteligência artificial para analisar , via imagem , diversos processos no campo e na indústria . , Fernando Lopes , Agtech;0
118;A empresa faturou 20 milhões de reais em 2018 e recebeu neste ano aporte de 5 milhões de reais do fundo Kviv Ventures , de Raphael Klein , da família fundadora da Casas Bahia . , Kviv Ventures , Raphael Klein;1
1204;"O encontro reuniu as cooperativas do Sicoob São Miguel , que atuam em Lajeado , Carlos Chagas e Veranópolis, do Sicoob Valcredi Sul , dos municípios de Venâncio Aires e Santa Cruz do Sul; e do Sicoob Vale do Vinho , de Bento Gonçalves , Caxias do Sul , Farroupilha e Flores da Cunha . , Sicoob Vale do Vinho , Sicoob São Miguel";0
2970;O Santander Brasil vai investir R$ 90 milhões nos próximos três anos para reformular a área de seguros, operada no país e na América Latina via uma joint venture com a suíça Zurich. , Santander Brasil , Zurich;0
1553;São alguns deles a Tencent , Insight Venture Partners , Valar Ventures de Peter Thiel , fundador do PayPal . , PayPal , Peter Thiel;1
830;Essa conclusão veio de um estudo feito por Domingos Matos, médico da Universidade Federal do Pará. , Domingos Matos , Universidade Federal do Pará;1
3209;A Stark Bank, fintech B2B líder em open banking no Brasil, acaba de receber autorização do Banco Central para operar como Sociedade de Crédito Direto. , Banco Central , Brasil;0
2738;A Pag está com dificuldade de penetrar na base de poupadores porque ela não intersecciona com os donos de maquininhas, disse um investidor, que acompanha a empresa de perto, ao Brazil Journal. , Brazil Journal , Pag;0
2450;A possibilidade de realizar o IPO havia sido levantada em julho pelo presidente da Caixa, Pedro Guimarães, em entrevista ao Valor. , Valor , Caixa;0
3088;Estamos construindo uma máquina de expandir dentro da empresa, disse ao Valor o presidente da joint venture, Rodrigo Patuzzo. , Rodrigo Patuzzo , Valor;1
2074;Entre os novos concorrentes , estão a PagSeguro , do grupo UOL , e a Stone , que brigam numa guerra de taxas para vender suas maquininhas . , PagSeguro , Stone;1
1426;Orientado por Ricardo Diaz, da Universidade Federal de São Paulo, Matos fez dessa pesquisa seu estudo de doutorado. , Universidade Federal de São Paulo , Ricardo Diaz;1
2163;A catarinense Nexxera , que atua na troca de informações entre empresas e bancos , e o banco digital C6 Bank , de egressos do BTG Pactual , se aliaram . , BTG Pactual , C6 Bank;1
3041;O diretor-executivo do Itaú BBA, Cristiano Guimarães, afirmou na Live do Valor desta quarta-feira que, com a pandemia de coronavírus, operações de fusões e aquisições que antes não eram imaginadas podem se tornar possíveis, à medida que as empresas percebem a necessidade de reforçar a parte tecnológica e de encontrar sinergias. , Itaú BBA , Live do Valor;0
265;A Nossa Galáxia vai por isso assinar sábado um protocolo com a Câmara Municipal de Cascais para que o Centro de Interpretação Ambiental seja disponibilizado para as suas actividades junto da comunidade escolar. , Câmara Municipal de Cascais , Nossa Galáxia;1
615;Apresentada na Bienal de Veneza em 2003, a obra 'Guaraná Power', do coletivo dinamarquês Superflex, foi selecionada pela curadoria da 27ª Bienal de São Paulo mas teve sua exibição vetada pela Fundação realizadora da mostra. , Superflex , Fundação Bienal;0
2727;A startup Belvo, de Barcelona, é a primeira empresa internacional a entrar no programa. , Barcelona , Belvo;1
1217;"O estudo na britânica Nature é de autoria de Neil M. Ferguson, do Imperial College, de Londres, e mais sete colaboradores; , Neil M. Ferguson , Nature";1
92;A Creditas , fintech que realiza empréstimos com garantias como automóveis e residências , recebeu uma licença do Banco Central para operar como uma Sociedade de Crédito Direto . , Sociedade de Crédito Direto , Creditas;0
1964;O Citi espera implementar uma nova solução sustentada na tecnologia da Feedzai em 2019 . , Feedzai , Citi;0
2416;A Amazon lançou o Luxury Stores, plataforma com produtos de luxo disponível no aplicativo da companhia somente por convite. , Amazon , Luxury Stores;1
1674;O Setor de Cultura da Câmara Municipal de Lourinhã, como forma de assinalar o Dia Mundial do Teatro está a promover, desde ontem e até sexta-feira, a Semana do Teatro. , Dia Mundial do Teatro , Setor de Cultura da Câmara Municipal de Lourinhã;1
2291;"O PagSeguro lançou em maio uma conta digital grátis chamada PagBank para disputar espaço com o Nubank e sua NuConta ; no entanto , o serviço dependia de um cartão Mastercard que custava R$ 12,9 0 para ser emitido . , PagBank , Nubank";0
2269;Por fim , o Fórum de Inovação Agropecuário identificará as demandas de tecnologia em regiões do Brasil para levá-las à eventos e conectá-las ao mercado estrangeiro . , Fórum de Inovação Agropecuário , Brasil;1
1575;Se eles olhassem como ficou a lata , não haveria problema legal ', afirmou Jakob Fenger, um dos membros do Coletivo, em entrevista para a Folha de São Paulo, em matéria que informa ainda' Por meio de sua assessoria, a AmBev, fabricante do guaraná Antarctica . , Antarctica , Folha de São Paulo;0
